date,value
2022-12-13,1414512.8446069853
2022-12-14,1408042.6775069847
2022-12-15,1364387.2186069835
2022-12-16,1352640.3490069855
2022-12-17,1352640.3490069858
2022-12-18,1352640.349006986
2022-12-19,1325423.5125069842
2022-12-20,1335857.7257069843
2022-12-21,1357707.163806985
2022-12-22,1336282.158406984
2022-12-23,1335696.5862069835
2022-12-24,1335696.5862069838
2022-12-25,1335696.586206984
2022-12-26,1335696.5862069842
2022-12-27,1315382.596006985
2022-12-28,1299331.228306985
2022-12-29,1336147.4025069857
2022-12-30,1337374.6889069842
2022-12-31,1337374.6889069842
2023-01-01,1337374.6889069842
2023-01-02,1337374.6889069842
2023-01-03,1333984.1080069847
2023-01-04,1373143.2982069845
2023-01-05,1371260.796506983
2023-01-06,1395824.2018069837
2023-01-07,1395824.2018069832
2023-01-08,1395824.2018069827
2023-01-09,1408533.6965069817
2023-01-10,1433851.6601069828
2023-01-11,1454802.4028069817
2023-01-12,1476197.691606983
2023-01-13,1487816.2486069845
2023-01-14,1487816.2486069843
2023-01-15,1487816.248606984
2023-01-16,1487816.2486069838
2023-01-17,1498986.1530069844
2023-01-18,1468657.6539069852
2023-01-19,1447846.5816069848
2023-01-20,1479157.3495069856
2023-01-21,1479157.3495069856
2023-01-22,1479157.3495069856
2023-01-23,1501594.0670069878
2023-01-24,1495842.2010069862
2023-01-25,1498948.6456069846
2023-01-26,1511514.6708069844
2023-01-27,1521798.7973069865
2023-01-28,1521798.7973069868
2023-01-29,1521798.797306987
2023-01-30,1493545.7815069866
2023-01-31,1520586.6831069859
2023-02-01,1551030.0336069856
2023-02-02,1575351.673806986
2023-02-03,1549669.9148069846
2023-02-04,1549669.9148069846
